polluant;ville;valeur;valeur_brute;codgeo;nom_commune;population_2022;mediane_niveau_vie_2021;densite_population_2022;part_commerce_transport_services_2023;part_industrie_2023;nb_hotels_2022;nb_etablissements_2023;taux_activite_2022;part_construction_2023;nb_campings_2022
O3;Toulouse;58.5;58.32017135478943;31555;Toulouse;511684.0;22140.0;4325.3;46.5;12.8;91.0;19723.0;71.8;3.9;2.0
O3;Touques;60.0;59.51125893077117;14699;Touques;3857.0;21760.0;474.4;73.5;4.7;3.0;161.0;79.4;10.1;1.0
O3;Tremblay-en-France;45.0;44.64295147861034;93073;Tremblay-en-France;38210.0;21420.0;1702.8;89.0;2.0;7.0;1756.0;74.8;2.8;0.0
O3;Trélissac;53.0;53.28114886731401;24557;Trélissac;7319.0;23230.0;319.9;78.1;1.5;1.0;335.0;76.6;6.5;0.0
O3;Tulle;44.0;43.80197950628784;19272;Tulle;13602.0;21340.0;556.5;28.0;4.0;4.0;794.0;76.2;4.2;0.0
O3;Val-de-Reuil;58.0;57.506434761961366;27701;Val-de-Reuil;12939.0;17140.0;498.8;40.2;39.8;5.0;414.0;64.9;6.0;0.0
O3;Valenciennes;49.0;49.293628873157736;59606;Valenciennes;42979.0;20250.0;3109.9;34.8;4.8;11.0;1854.0;68.4;1.1;0.0
O3;Vannes;62.0;62.21686622150602;56260;Vannes;54955.0;24070.0;1701.4;44.1;6.3;22.0;3080.0;70.8;3.4;1.0
O3;Vaulx-en-Velin;53.0;52.65677441540574;69256;Vaulx-en-Velin;52448.0;17180.0;2503.5;53.4;10.3;2.0;1893.0;67.8;11.0;0.0
O3;Verneuil;55.0;55.00267018106813;18277;Verneuil;35.0;;3.2;0.0;0.0;0.0;1.0;71.4;0.0;0.0
O3;Versailles;50.0;49.58525685325969;78646;Versailles;83918.0;33780.0;3203.0;39.2;4.1;15.0;3701.0;76.1;2.3;1.0
O3;Vesoul;57.0;56.85779458963782;70550;Vesoul;15306.0;19150.0;1687.5;31.2;12.7;4.0;964.0;71.7;1.9;0.0
