Date de début,Date de fin,Organisme,code zas,Zas,code site,nom site,type d'implantation,Polluant,type d'influence,Réglementaire,type d'évaluation,type de valeur,valeur,valeur brute,unité de mesure,taux de saisie,couverture temporelle,couverture de données,code qualité,validité,Latitude,Longitude,Ville,CODGEO
2022/01/01 00:00:00,2022/12/31 23:59:59,ATMO AUVERGNE-RHÔNE-ALPES,FR84ZRE02,ZR AUVERGNE-RHONE-ALPES,FR36021,Drôme Rurale Sud-SND,Rurale nationale,NOX as NO2,Fond,Oui,estimation objective,Moy. annuelle,3.0,2.972233054249335,µg-m3,100.0,100.0,100.0,R,1,44.569443,5.278972,Saint-Nazaire-le-Désert,26321.0
2022/01/01 00:00:00,2022/12/31 23:59:59,GWAD'AIR,FR01ZAG01,ZAG POINTE-A-PITRE,FR37001,ST de Baie mahault,Périurbaine,NOX as NO2,Fond,Oui,estimation objective,Moy. annuelle,11.0,11.210508670520204,µg-m3,99.0,100.0,99.0,R,1,16.257308,-61.591725,Baie-Mahault,97103.0
2022/01/01 00:00:00,2022/12/31 23:59:59,GWAD'AIR,FR01ZAG01,ZAG POINTE-A-PITRE,FR37006,PTP-VICTOIRE,Urbaine,NOX as NO2,Fond,Oui,mesures fixes,Moy. annuelle,70.0,70.03929721030033,µg/m3,93.0,92.0,85.0,R,1,16.23674,-61.534101,Pointe-à-Pitre,97120.0
2022/01/01 00:00:00,2022/12/31 23:59:59,GWAD'AIR,FR01ZRE01,ZR GUADELOUPE,FR37010,BT_PICHON,Urbaine,NOX as NO2,Fond,Oui,mesures fixes,Moy. annuelle,43.0,42.72397506593144,µg/m3,97.0,98.0,95.0,R,1,15.994349,-61.727203,Basse-Terre,97105.0
2022/01/01 00:00:00,2022/12/31 23:59:59,GWAD'AIR,FR01ZAG01,ZAG POINTE-A-PITRE,FR37040,ABYMES RN1,Périurbaine,NOX as NO2,Trafic,Oui,mesures fixes,Moy. annuelle,39.0,38.70263991552273,µg/m3,93.0,81.0,76.0,N,-1,16.254085,-61.53713,Les Abymes,97101.0
2022/01/01 00:00:00,2022/12/31 23:59:59,ATMO GRAND EST,FR44ZAG01,ZAG STRASBOURG,FR42010,Strasbourg Neudorf Ecoquartier Danube,Urbaine,NOX as NO2,Fond,Oui,mesures fixes,Moy. annuelle,32.0,31.77065755361784,µg-m3,97.0,100.0,97.0,R,1,48.572808,7.767833,Strasbourg,67482.0
2022/01/01 00:00:00,2022/12/31 23:59:59,ATMO GRAND EST,FR44ZRE01,ZR GRAND-EST,FR42011,Haguenau-Place marché aux bestiaux,Urbaine,NOX as NO2,Fond,Oui,mesures fixes,Moy. annuelle,24.0,23.99287680660697,µg-m3,100.0,100.0,100.0,R,1,48.818352,7.786409,Haguenau,67180.0
2022/01/01 00:00:00,2022/12/31 23:59:59,ATMO OCCITANIE,FR76ZRE01,ZR OCCITANIE,FR50060,Montauban,Urbaine,NOX as NO2,Fond,Oui,mesures fixes,Moy. annuelle,21.0,21.37904559414124,µg-m3,99.0,98.0,97.0,R,1,44.01285657,1.37530522,Montauban,82121.0
2022/01/01 00:00:00,2022/12/31 23:59:59,ATMO OCCITANIE,FR76ZAR01,ZAR PERPIGNAN,FR50224,Perpignan bd Pyrénées,Urbaine,NOX as NO2,Trafic,Oui,mesures fixes,Moy. annuelle,93.0,92.59936923256612,µg-m3,98.0,100.0,98.0,R,1,42.69587,2.888483,Perpignan,66136.0
2022/01/01 00:00:00,2022/12/31 23:59:59,ATMO OCCITANIE,FR76ZAG02,ZAG MONTPELLIER,FR50225,Montpellier Liberté,Urbaine,NOX as NO2,Trafic,Oui,mesures fixes,Moy. annuelle,131.0,130.99573991031355,µg-m3,100.0,56.0,56.0,N,-1,43.611606,3.827868,Montpellier,34172.0
2022/01/01 00:00:00,2022/12/31 23:59:59,ATMO BOURGOGNE-FRANCHE-COMTE,FR27ZAR03,ZAR BESANCON,FR82001,Besancon Mégevand,Urbaine,NOX as NO2,Trafic,Oui,mesures fixes,Moy. annuelle,31.0,30.658716452742112,µg-m3,98.0,100.0,98.0,R,1,47.235973,6.023611,Besançon,25056.0
2022/01/01 00:00:00,2022/12/31 23:59:59,ATMO BOURGOGNE-FRANCHE-COMTE,FR27ZAR03,ZAR BESANCON,FR82006,Besançon Prévoyance,Urbaine,NOX as NO2,Fond,Oui,mesures fixes,Moy. annuelle,21.0,21.111454859114414,µg-m3,99.0,100.0,99.0,R,1,47.2474,6.015419,Besançon,25056.0
2022/01/01 00:00:00,2022/12/31 23:59:59,ATMO BOURGOGNE-FRANCHE-COMTE,FR27ZAR01,ZAR BELFORT-MONTBELIARD,FR82010,Montbéliard centre,Urbaine,NOX as NO2,Fond,Oui,mesures fixes,Moy. annuelle,26.0,26.262140556019634,µg-m3,96.0,100.0,96.0,R,1,47.510307,6.794,Montbéliard,25388.0
2022/01/01 00:00:00,2022/12/31 23:59:59,ATMO BOURGOGNE-FRANCHE-COMTE,FR27ZAR01,ZAR BELFORT-MONTBELIARD,FR82020,Belfort Octroi,Urbaine,NOX as NO2,Trafic,Oui,mesures fixes,Moy. annuelle,36.0,36.39277080695277,µg-m3,99.0,100.0,99.0,R,1,47.640667,6.859278,Belfort,90010.0
2022/01/01 00:00:00,2022/12/31 23:59:59,ATMO BOURGOGNE-FRANCHE-COMTE,FR27ZRE01,ZR BOURGOGNE-FRANCHE-COMTE,FR82040,Dole centre,Urbaine,NOX as NO2,Fond,Oui,mesures fixes,Moy. annuelle,17.0,17.205253413561618,µg-m3,99.0,100.0,99.0,R,1,47.09672,5.496389,Dole,39198.0
2022/01/01 00:00:00,2022/12/31 23:59:59,ATMO BOURGOGNE-FRANCHE-COMTE,FR27ZRE01,ZR BOURGOGNE-FRANCHE-COMTE,FR82041,Tavaux,Périurbaine,NOX as NO2,Industrielle,Oui,mesures fixes,Moy. annuelle,9.0,8.892180312787541,µg-m3,99.0,100.0,99.0,R,1,47.0426,5.400944,Tavaux,39526.0
2022/01/01 00:00:00,2022/12/31 23:59:59,ATMO BOURGOGNE-FRANCHE-COMTE,FR27ZRE01,ZR BOURGOGNE-FRANCHE-COMTE,FR82042,Damparis,Périurbaine,NOX as NO2,Industrielle,Oui,mesures fixes,Moy. annuelle,14.0,13.658865505563586,µg-m3,96.0,99.0,94.0,R,1,47.065628,5.415061,Damparis,39189.0
2022/01/01 00:00:00,2022/12/31 23:59:59,ATMO BOURGOGNE-FRANCHE-COMTE,FR27ZRE01,ZR BOURGOGNE-FRANCHE-COMTE,FR82070,Baume-les-Dames,Urbaine,NOX as NO2,Trafic,Oui,mesures fixes,Moy. annuelle,21.0,20.746125851138764,µg/m3,98.0,99.0,97.0,R,1,47.351288,6.359722,Baume-les-Dames,25047.0
