polluant;ville;valeur;valeur_brute;codgeo;nom_commune;population_2022;mediane_niveau_vie_2021;densite_population_2022;part_commerce_transport_services_2023;part_industrie_2023;nb_hotels_2022;nb_etablissements_2023;taux_activite_2022;part_construction_2023;nb_campings_2022
NOX as NO2;Munchhausen;14.0;14.4102691463556;67308;Munchhausen;799.0;27410.0;135.0;55.3;0.0;0.0;13.0;84.5;17.0;1.0
NOX as NO2;Mâcon;19.0;19.443952180028152;71270;Mâcon;34759.0;19320.0;1285.5;39.4;8.3;15.0;1789.0;74.0;2.4;0.0
NOX as NO2;Mérignac;35.0;35.286277474124724;33281;Mérignac;77136.0;24770.0;1601.3;64.4;16.4;16.0;3693.0;79.5;8.1;0.0
NOX as NO2;Nancy;27.333333333333332;27.299134572044192;54395;Nancy;104387.0;22360.0;6954.5;38.5;2.6;21.0;4349.0;66.2;2.0;0.0
NOX as NO2;Nantes;31.0;31.222574643732084;44109;Nantes;325070.0;24170.0;4986.5;52.2;4.3;49.0;11775.0;74.0;2.2;1.0
NOX as NO2;Neuilly-Saint-Front;6.0;5.593858267716547;2543;Neuilly-Saint-Front;1980.0;20960.0;110.7;43.7;14.4;0.0;59.0;79.0;4.7;0.0
NOX as NO2;Neuilly-sur-Seine;36.0;36.04192439862551;92051;Neuilly-sur-Seine;59200.0;48010.0;15871.3;78.4;6.9;9.0;4885.0;76.4;1.0;0.0
NOX as NO2;Nevers;11.0;10.742445783132574;58194;Nevers;33172.0;20050.0;1914.1;31.8;7.9;11.0;1441.0;66.9;2.8;1.0
NOX as NO2;Nice;39.0;39.102602369358735;6088;Nice;353701.0;21570.0;4918.0;48.1;3.5;161.0;16194.0;72.0;4.9;0.0
NOX as NO2;Niort;32.0;32.19238318839526;79191;Niort;60074.0;23120.0;880.9;56.3;5.3;19.0;2412.0;76.6;2.8;0.0
NOX as NO2;Nogent-sur-Oise;50.0;50.40063025210079;60463;Nogent-sur-Oise;21859.0;17620.0;2930.2;42.1;14.9;0.0;412.0;66.2;7.0;0.0
NOX as NO2;Notre-Dame-de-Bliquetuit;10.0;10.474261656403105;76473;Notre-Dame-de-Bliquetuit;824.0;24160.0;84.3;0.0;9.7;0.0;13.0;81.2;37.1;0.0
NOX as NO2;Nîmes;19.0;18.62300915331808;30189;Nîmes;150444.0;18760.0;929.5;42.6;3.7;31.0;6472.0;66.4;4.5;1.0
NOX as NO2;Nœux-les-Mines;14.0;13.754641654641729;62617;Nœux-les-Mines;11384.0;18650.0;1287.8;42.6;12.1;1.0;246.0;70.2;4.9;0.0
NOX as NO2;Orléans;25.0;24.52718395749557;45234;Orléans;116344.0;21370.0;4233.8;36.4;2.9;22.0;4150.0;73.7;3.0;0.0
NOX as NO2;Outreau;11.0;10.710178117048333;62643;Outreau;13398.0;19380.0;1889.7;43.6;14.5;0.0;256.0;72.1;9.3;0.0
NOX as NO2;Oysonville;7.0;7.117288329519429;28294;Oysonville;526.0;25140.0;54.6;0.0;0.0;0.0;7.0;83.6;37.5;0.0
NOX as NO2;Pantin;90.0;89.72998397802672;93055;Pantin;60954.0;19740.0;12166.5;58.7;11.2;7.0;2619.0;76.5;7.2;0.0
NOX as NO2;Paray-le-Frésil;3.0;3.395319594830593;3203;Paray-le-Frésil;379.0;20240.0;10.2;12.5;0.0;0.0;10.0;79.1;0.0;0.0
NOX as NO2;Paris;65.07142857142857;65.00082542319406;75118;;;;;;;;;;;
NOX as NO2;Pau;44.0;44.28296364052154;64445;Pau;78620.0;20970.0;2495.1;43.3;3.0;21.0;3420.0;69.9;3.3;0.0
NOX as NO2;Perpignan;45.666666666666664;45.59593365025361;66136;Perpignan;120996.0;17380.0;1777.5;50.0;5.0;32.0;5714.0;62.9;3.9;1.0
NOX as NO2;Peyrusse-Vieille;1.0;0.8285251590514746;32317;Peyrusse-Vieille;64.0;;5.8;0.0;0.0;0.0;2.0;75.6;0.0;0.0
NOX as NO2;Pointe-à-Pitre;70.0;70.03929721030033;97120;;;;;;;;;;;
NOX as NO2;Poitiers;38.333333333333336;38.322857816981916;86194;Poitiers;89472.0;20150.0;2124.7;33.4;4.8;23.0;3207.0;62.7;2.5;0.0
NOX as NO2;Port-Jérôme-sur-Seine;11.0;10.758967017865338;76476;Port-Jérôme-sur-Seine;10392.0;22750.0;340.7;29.2;50.6;2.0;254.0;74.4;6.8;0.0
NOX as NO2;Puteaux;0.0;0.0;92062;Puteaux;44198.0;30980.0;13855.2;84.5;5.3;12.0;2896.0;83.2;1.9;0.0
NOX as NO2;Quimper;9.0;8.785831190086533;29232;Quimper;64530.0;22700.0;764.1;39.7;9.4;18.0;3044.0;74.1;4.0;2.0
NOX as NO2;Recloses;7.0;6.986866887248649;77386;Recloses;624.0;30980.0;66.7;20.7;24.1;0.0;15.0;77.8;10.3;0.0
NOX as NO2;Reims;43.5;43.44562472801196;51454;Reims;178478.0;20210.0;3805.5;42.7;8.7;42.0;5730.0;69.7;4.2;0.0
NOX as NO2;Rennes;26.75;26.644616403784863;35238;Rennes;227830.0;22770.0;4521.3;43.2;2.9;34.0;8528.0;68.0;1.7;1.0
NOX as NO2;Rezé;21.0;20.93365870463939;44143;Rezé;43349.0;23550.0;3145.8;60.4;7.5;4.0;1308.0;78.3;3.1;0.0
NOX as NO2;Rodez;21.0;20.842549070247944;12202;Rodez;24136.0;22210.0;2158.9;40.8;5.1;16.0;1503.0;72.1;3.1;1.0
NOX as NO2;Roubaix;50.0;49.61711897261929;59512;Roubaix;99507.0;14580.0;7521.3;42.0;6.8;5.0;2682.0;61.1;5.0;0.0
NOX as NO2;Rouen;50.5;50.41818971786566;76540;Rouen;116331.0;21330.0;5441.1;42.0;3.8;39.0;5530.0;69.2;2.1;0.0
NOX as NO2;Saillat-sur-Vienne;7.0;6.969584014956795;87131;Saillat-sur-Vienne;826.0;20730.0;131.3;2.8;94.2;0.0;18.0;80.4;0.1;0.0
NOX as NO2;Saint-Amand-les-Eaux;16.0;15.845890968266922;59526;Saint-Amand-les-Eaux;16042.0;20980.0;474.5;33.3;30.4;3.0;527.0;73.8;3.2;1.0
NOX as NO2;Saint-Brieuc;12.0;11.73011574074092;22278;Saint-Brieuc;44607.0;20910.0;2038.7;25.1;4.3;8.0;1581.0;71.7;2.3;1.0
NOX as NO2;Saint-Brisson;3.0;3.052844677137872;58235;Saint-Brisson;252.0;19680.0;8.5;18.5;0.0;0.0;11.0;63.7;0.0;1.0
NOX as NO2;Saint-Denis;88.0;88.39443847953751;93066;Saint-Denis;148907.0;16470.0;9442.4;60.1;6.8;15.0;4812.0;69.5;7.5;0.0
NOX as NO2;Saint-Denis-d'Anjou;6.0;6.152421685354274;53210;Saint-Denis-d'Anjou;1512.0;21580.0;36.1;9.6;42.8;1.0;35.0;78.4;8.8;0.0
NOX as NO2;Saint-Dizier;14.0;13.532971600092353;52448;Saint-Dizier;22811.0;18720.0;478.3;35.7;19.0;7.0;854.0;67.8;3.2;0.0
NOX as NO2;Saint-Germain-sur-Rhône;4.0;4.409439380696714;74235;Saint-Germain-sur-Rhône;644.0;32240.0;82.0;10.3;0.0;0.0;6.0;82.7;55.2;0.0
NOX as NO2;Saint-Jean-de-Braye;12.0;11.83496462947932;45284;Saint-Jean-de-Braye;22088.0;22100.0;1612.3;41.9;26.8;4.0;596.0;75.7;8.4;0.0
NOX as NO2;Saint-Junien;8.0;7.830534531693484;87154;Saint-Junien;11382.0;22060.0;200.3;44.1;16.0;3.0;479.0;75.8;5.7;1.0
NOX as NO2;Saint-Laurent-Blangy;18.0;17.983605664488017;62753;Saint-Laurent-Blangy;6492.0;21570.0;660.4;47.5;14.5;1.0;328.0;78.3;9.6;0.0
NOX as NO2;Saint-Lô;13.0;12.819579696830472;50502;Saint-Lô;19352.0;21010.0;834.5;32.3;5.6;9.0;1091.0;72.7;2.8;0.0
NOX as NO2;Saint-Malo;12.0;11.711878102274026;35288;Saint-Malo;47255.0;23490.0;1291.8;47.7;12.1;77.0;2525.0;73.5;4.4;3.0
NOX as NO2;Saint-Nazaire;10.5;10.542433128589924;44184;Saint-Nazaire;73111.0;21900.0;1562.5;32.1;26.5;11.0;2188.0;74.1;4.4;1.0
NOX as NO2;Saint-Nazaire-le-Désert;3.0;2.972233054249335;26321;Saint-Nazaire-le-Désert;205.0;16760.0;4.4;35.5;0.0;1.0;10.0;67.2;22.6;1.0
NOX as NO2;Saint-Omer;16.0;15.665310544053924;62765;Saint-Omer;14358.0;18120.0;875.5;37.1;6.6;6.0;678.0;70.7;3.1;0.0
NOX as NO2;Saint-Quentin;24.0;24.261964419944903;2691;Saint-Quentin;52995.0;18400.0;2349.1;41.6;7.0;8.0;1768.0;68.1;3.3;1.0
