polluant;ville;valeur;valeur_brute;codgeo;nom_commune;population_2022;mediane_niveau_vie_2021;densite_population_2022;part_commerce_transport_services_2023;part_industrie_2023;nb_hotels_2022;nb_etablissements_2023;taux_activite_2022;part_construction_2023;nb_campings_2022
PM10;Caen;19.0;19.11445779582176;14118;Caen;108398.0;21600.0;4217.8;35.6;2.3;32.0;4516.0;66.2;1.6;0.0
PM10;Calais;19.0;18.9105461912599;62193;Calais;67585.0;18090.0;2017.5;40.5;10.3;15.0;1742.0;67.7;3.4;1.0
PM10;Campagne-lès-Boulonnais;16.0;16.472582949674575;62202;Campagne-lès-Boulonnais;675.0;20260.0;50.8;5.0;4.1;0.0;13.0;78.4;2.5;0.0
PM10;Cannes;16.0;16.285333333333387;6029;Cannes;74040.0;21210.0;3773.7;59.0;7.4;91.0;4759.0;73.5;2.6;1.0
PM10;Cappelle-la-Grande;20.0;19.64510572748927;59131;Cappelle-la-Grande;7865.0;20700.0;1440.5;42.8;12.8;0.0;122.0;72.9;14.9;0.0
PM10;Carling;14.0;14.263191464687456;57123;Carling;3332.0;20940.0;1247.9;40.1;8.2;0.0;65.0;71.6;25.0;0.0
PM10;Cartignies;15.0;15.085346107138117;59134;Cartignies;1234.0;21380.0;46.7;30.1;9.7;0.0;29.0;77.4;7.8;0.0
PM10;Castres;14.0;14.095448427749908;81065;Castres;42700.0;20940.0;435.0;45.2;11.8;11.0;1639.0;72.0;4.6;1.0
PM10;Cergy;17.0;17.049327146171617;95127;Cergy;69578.0;20270.0;5972.4;38.7;8.2;10.0;2029.0;71.2;6.5;0.0
PM10;Cerisé;13.0;13.11749045028361;61077;Cerisé;853.0;21400.0;193.0;77.2;6.3;1.0;67.0;72.3;7.3;0.0
PM10;Chalon-sur-Saône;18.0;17.83941018766761;71076;Chalon-sur-Saône;44592.0;19590.0;2929.8;41.3;17.0;13.0;1901.0;75.1;1.9;0.0
PM10;Chamalières;14.0;13.737278458427513;63075;Chamalières;17591.0;27630.0;4666.0;32.7;15.1;2.0;488.0;77.9;3.2;0.0
PM10;Chambéry;17.666666666666668;17.561329734928364;73065;Chambéry;60251.0;21950.0;2870.5;40.0;8.4;19.0;2774.0;72.7;2.8;0.0
PM10;Chamonix-Mont-Blanc;17.5;17.302260080053472;74056;Chamonix-Mont-Blanc;8673.0;24310.0;74.4;80.7;3.5;50.0;925.0;84.1;1.2;11.0
PM10;Champforgeuil;14.0;14.026317672311018;71081;Champforgeuil;2616.0;20630.0;358.8;34.0;46.9;1.0;97.0;75.5;7.0;0.0
PM10;Charleville-Mézières;20.0;19.89720979205055;8105;Charleville-Mézières;45634.0;18380.0;1451.5;34.6;8.2;11.0;1735.0;68.6;1.7;1.0
PM10;Chartres;14.0;13.873760523854;28085;Chartres;37990.0;22770.0;2254.6;43.5;16.4;16.0;1870.0;76.5;1.4;0.0
PM10;Cherbourg-en-Cotentin;18.0;17.747033627901153;50129;Cherbourg-en-Cotentin;78028.0;22650.0;1138.4;41.7;19.4;23.0;2165.0;74.7;3.4;4.0
