date_debut;date_fin;organisme;code_zas;nom_zas;code_site;nom_site;type_implantation;polluant;type_influence;reglementaire;type_evaluation;type_valeur;valeur;valeur_brute;unite;taux_saisie;couverture_temporelle;couverture_donnees;code_qualite;validite;latitude_site;longitude_site;ville;codgeo;latitude_commune;longitude_commune;nom_commune;part_commerce_transport_services_2023;population_2022;nb_etablissements_2023;densite_population_2022;taux_activite_2022;mediane_niveau_vie_2021;part_industrie_2023;part_construction_2023;nb_hotels_2022;nb_campings_2022
2022/01/01 00:00:00;2022/12/31 23:59:59;ATMO SUD;FR93ZAG03;ZAG TOULON;FR03064;LA VALETTE/LA GARDE;Périurbaine;O3;Fond;Oui;mesures fixes;Moy. annuelle;29.0;29.494852941176475;µg-m3;;;;N;-1;43.135902;6.011513;La Valette-du-Var;83144;43.1499152044;5.99222538877;La Valette-du-Var;75.5;23660.0;1071.0;1526.5;76.6;23810.0;1.7;3.6;4.0;0.0
2022/01/01 00:00:00;2022/12/31 23:59:59;ATMO SUD;FR93ZRE02;ZR PROVENCE-ALPES-COTE-D-AZUR;FR03067;BRIGNOLES;Périurbaine;O3;Fond;Oui;mesures fixes;Moy. annuelle;66.0;66.12414385522847;µg-m3;;;;R;1;43.398731;6.075611;Brignoles;83023;43.3992941902;6.07740244296;Brignoles;51.0;17846.0;1028.0;253.0;72.2;19980.0;6.9;6.1;7.0;0.0
2022/01/01 00:00:00;2022/12/31 23:59:59;ATMO SUD;FR93ZAG03;ZAG TOULON;FR03069;HYERES;Urbaine;O3;Fond;Oui;mesures fixes;Moy. annuelle;75.0;75.29301960784322;µg-m3;;;;R;1;43.119737;6.131319;Hyères;83069;43.1018713534;6.18898508469;Hyères;46.9;55384.0;2340.0;418.4;72.6;22960.0;3.8;3.3;35.0;26.0
2022/01/01 00:00:00;2022/12/31 23:59:59;ATMO SUD;FR93ZAG03;ZAG TOULON;FR03069;HYERES;Urbaine;O3;Fond;Oui;mesures fixes;Moy. annuelle;75.0;75.29301960784322;µg-m3;;;;R;1;43.119737;6.131319;Hyères;83069;43.1018713534;6.18898508469;Hyères;46.9;55384.0;2340.0;418.4;72.6;22960.0;3.8;3.3;35.0;26.0
2022/01/01 00:00:00;2022/12/31 23:59:59;ATMO SUD;FR93ZAG03;ZAG TOULON;FR03069;HYERES;Urbaine;O3;Fond;Oui;mesures fixes;Moy. annuelle;75.0;75.29301960784322;µg-m3;;;;R;1;43.119737;6.131319;Hyères;83069;43.1018713534;6.18898508469;Hyères;46.9;55384.0;2340.0;418.4;72.6;22960.0;3.8;3.3;35.0;26.0
2022/01/01 00:00:00;2022/12/31 23:59:59;ATMO SUD;FR93ZAG03;ZAG TOULON;FR03069;HYERES;Urbaine;O3;Fond;Oui;mesures fixes;Moy. annuelle;75.0;75.29301960784322;µg-m3;;;;R;1;43.119737;6.131319;Hyères;83069;43.1018713534;6.18898508469;Hyères;46.9;55384.0;2340.0;418.4;72.6;22960.0;3.8;3.3;35.0;26.0
2022/01/01 00:00:00;2022/12/31 23:59:59;ATMO SUD;FR93ZAG03;ZAG TOULON;FR03069;HYERES;Urbaine;O3;Fond;Oui;mesures fixes;Moy. annuelle;75.0;75.29301960784322;µg-m3;;;;R;1;43.119737;6.131319;Hyères;83069;43.1018713534;6.18898508469;Hyères;46.9;55384.0;2340.0;418.4;72.6;22960.0;3.8;3.3;35.0;26.0
2022/01/01 00:00:00;2022/12/31 23:59:59;ATMO SUD;FR93ZAG03;ZAG TOULON;FR03069;HYERES;Urbaine;O3;Fond;Oui;mesures fixes;Moy. annuelle;75.0;75.29301960784322;µg-m3;;;;R;1;43.119737;6.131319;Hyères;83069;43.1018713534;6.18898508469;Hyères;46.9;55384.0;2340.0;418.4;72.6;22960.0;3.8;3.3;35.0;26.0
2022/01/01 00:00:00;2022/12/31 23:59:59;ATMO SUD;FR93ZAG03;ZAG TOULON;FR03069;HYERES;Urbaine;O3;Fond;Oui;mesures fixes;Moy. annuelle;75.0;75.29301960784322;µg-m3;;;;R;1;43.119737;6.131319;Hyères;83069;43.1018713534;6.18898508469;Hyères;46.9;55384.0;2340.0;418.4;72.6;22960.0;3.8;3.3;35.0;26.0
2022/01/01 00:00:00;2022/12/31 23:59:59;ATMO SUD;FR93ZAG03;ZAG TOULON;FR03069;HYERES;Urbaine;O3;Fond;Oui;mesures fixes;Moy. annuelle;75.0;75.29301960784322;µg-m3;;;;R;1;43.119737;6.131319;Hyères;83069;43.1018713534;6.18898508469;Hyères;46.9;55384.0;2340.0;418.4;72.6;22960.0;3.8;3.3;35.0;26.0
